program,funcinfo,state,to_state,kind,frame_offset,target,import_slot,import_name,import_signature,element_destructor
wiz8--gog-base--wiz8--18a74ff61c65,005efea8,0,-1,object,-44,0043ad90,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005efea8,1,0,pointer,-48,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005efed8,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005eff00,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005eff28,0,-1,pointer,-28,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005eff50,0,-1,pointer,-96,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005eff78,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effa0,0,-1,object-import,-324,,005eba88,SR.DLL!??1srStringTable@@QAE@XZ,public: __thiscall srStringTable::~srStringTable(void),
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,0,-1,pointer,-284,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,1,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,2,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,3,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,4,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,5,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,6,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,7,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,8,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,9,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,10,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,11,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,12,11,pointer,-284,00429f00,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,13,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005effc8,14,-1,pointer,-284,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0060,0,-1,pointer,-20,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0060,1,-1,pointer,-20,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0060,2,-1,pointer,-20,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0098,0,-1,pointer,-84,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f00c0,0,-1,pointer,-32,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f00e8,0,-1,pointer,-60,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f00e8,1,-1,pointer,-60,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f00e8,2,1,pointer,-60,00429f00,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f00e8,3,-1,pointer,12,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0128,0,-1,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0150,0,-1,object,-48,00429af0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0150,1,-1,object,-56,00424ea0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0150,2,1,pointer,-92,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0150,3,1,pointer,16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0190,0,-1,pointer,-52,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0190,1,-1,pointer,44,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0190,2,-1,pointer,44,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f01c8,0,-1,pointer,-60,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f01c8,1,-1,pointer,24,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f01f8,0,-1,pointer,-20,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0220,0,-1,pointer,-40,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0220,1,-1,pointer,-36,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0220,2,-1,pointer,-36,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0220,3,-1,pointer,-36,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0260,0,-1,pointer-import,-16,,005eb6d8,SR.DLL!??1srClass@@MAE@XZ,protected: virtual __thiscall srClass::~srClass(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0260,1,-1,pointer-import,-16,,005eb6d4,SR.DLL!??1srMaterialIFace@@UAE@XZ,public: virtual __thiscall srMaterialIFace::~srMaterialIFace(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0290,0,-1,pointer-import,-16,,005eb6d4,SR.DLL!??1srMaterialIFace@@UAE@XZ,public: virtual __thiscall srMaterialIFace::~srMaterialIFace(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0290,1,-1,pointer-import,-16,,005eb6d8,SR.DLL!??1srClass@@MAE@XZ,protected: virtual __thiscall srClass::~srClass(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f02c0,0,-1,pointer-import,-16,,005eb6d8,SR.DLL!??1srClass@@MAE@XZ,protected: virtual __thiscall srClass::~srClass(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f02e8,0,-1,pointer,-1160,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0310,0,-1,pointer,-520,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0310,1,0,pointer,-524,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0310,2,0,pointer,-524,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0310,3,0,pointer,-524,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0310,4,0,pointer,-524,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,0,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,1,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,2,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,3,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,4,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,5,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,6,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,7,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,8,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,9,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,10,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,11,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,12,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,13,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,14,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,15,-1,pointer,-24,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,16,15,pointer,-20,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,17,15,pointer,-20,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0358,18,-1,pointer,-20,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0410,0,-1,pointer,-16,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0438,0,-1,pointer,-420,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0460,0,-1,object,-352,00438c70,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0460,1,0,object,-384,00438c50,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0490,0,-1,pointer,-288,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f04b8,0,-1,object,-168,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f04e0,0,-1,object,-168,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0508,0,-1,pointer,-20,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0508,1,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0538,0,-1,pointer,-20,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0560,0,-1,pointer,-20,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0588,0,-1,object-import,-1500,,005eb744,SR.DLL!??_DsrBinIMStream@@QAEXXZ,public: void __thiscall srBinIMStream::`vbase dtor'(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0588,1,0,object-import,-1320,,005eb74c,SR.DLL!??1Decompressor@srHuffman@@QAE@XZ,public: __thiscall srHuffman::Decompressor::~Decompressor(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,0,-1,object-import,-208,,005eb76c,SR.DLL!??_DsrBinOMStream@@QAEXXZ,public: void __thiscall srBinOMStream::`vbase dtor'(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,1,0,object-import,-96,,005eb778,SR.DLL!??1BitOStream@srHuffman@@QAE@XZ,public: __thiscall srHuffman::BitOStream::~BitOStream(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,2,1,object-import,-164,,005eb768,SR.DLL!??1Sampler@srHuffman@@QAE@XZ,public: __thiscall srHuffman::Sampler::~Sampler(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,3,2,object-import,-136,,005eb77c,SR.DLL!??1Compressor@srHuffman@@QAE@XZ,public: __thiscall srHuffman::Compressor::~Compressor(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,4,1,object,-164,0055db80,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,5,-1,pointer-import,-220,,005eb764,SR.DLL!??1srBinOStream@@UAE@XZ,public: virtual __thiscall srBinOStream::~srBinOStream(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,6,-1,pointer-import,-220,,005eb764,SR.DLL!??1srBinOStream@@UAE@XZ,public: virtual __thiscall srBinOStream::~srBinOStream(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f05b8,7,-1,pointer-import,-220,,005eb764,SR.DLL!??1srBinOStream@@UAE@XZ,public: virtual __thiscall srBinOStream::~srBinOStream(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0618,0,-1,pointer-import,-16,,005eb6d8,SR.DLL!??1srClass@@MAE@XZ,protected: virtual __thiscall srClass::~srClass(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0640,0,-1,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0668,0,-1,pointer,-16,00445e00,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0668,1,-1,pointer-import,-16,,005eb6d8,SR.DLL!??1srClass@@MAE@XZ,protected: virtual __thiscall srClass::~srClass(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0698,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f06c0,0,-1,pointer,-144,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f06e8,0,-1,pointer,-176,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,0,-1,pointer,-328,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,1,-1,pointer,-328,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,2,-1,pointer,-328,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,3,-1,pointer,-288,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,4,-1,pointer,-288,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,5,-1,pointer,-328,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,6,-1,pointer,-288,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,7,-1,pointer,-328,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,8,-1,pointer,-328,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0710,9,-1,pointer,-328,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0780,0,-1,pointer,-2504,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0780,1,-1,pointer,-2512,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f07b0,0,-1,pointer,-40,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f07d8,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f07d8,1,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0808,0,-1,object,-28,00446070,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0830,0,-1,pointer,8,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0858,0,-1,pointer-import,-16,,005eb6d8,SR.DLL!??1srClass@@MAE@XZ,protected: virtual __thiscall srClass::~srClass(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f0880,0,-1,pointer,-16,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f08a8,0,-1,pointer,-16,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f08d0,0,-1,object,-168,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f08d0,1,0,pointer,-208,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0900,0,-1,object,-168,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0900,1,0,pointer,-200,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0930,0,-1,object,-168,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0958,0,-1,object,-192,0046cdd0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0980,0,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f09a8,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f09a8,1,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f09d8,0,-1,pointer,8,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0a00,0,-1,pointer,-120,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0a00,1,-1,pointer,-120,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0a30,0,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0a58,0,-1,object,-1072,0055db80,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0a58,1,0,object,-1052,0055db80,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0a88,0,-1,pointer,-16,0044ef20,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0a88,1,0,pointer,-16,0044ef00,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ab8,0,-1,pointer,-16,0044ef20,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ab8,1,0,pointer,-16,0044ef00,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ae8,0,-1,pointer,-32,004b6b60,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ae8,1,0,pointer,-28,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ae8,2,1,pointer,-28,0044ef20,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ae8,3,0,pointer,-28,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0b28,0,-1,pointer,-16,004b6b60,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0b50,0,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0b78,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ba0,0,-1,pointer,8,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ba0,1,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0bd0,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0bf8,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0c20,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0c48,0,-1,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0c48,1,-1,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0c48,2,-1,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0c80,0,-1,pointer,-6160,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,0,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,1,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,2,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,3,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,4,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,5,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,6,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ca8,7,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0d08,0,-1,pointer,-20,00457530,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0d08,1,0,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0d38,0,-1,pointer,-16,00457530,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0d60,0,-1,pointer,-40,00457530,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0d60,1,0,pointer,4,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0d90,0,-1,pointer,-28,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0db8,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0db8,1,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0db8,2,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0db8,3,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0df8,0,-1,pointer,-296,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0df8,1,-1,pointer,-296,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0e28,0,-1,pointer,-300,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0e28,1,0,pointer,-284,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0e58,0,-1,pointer,-20,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0e80,0,-1,pointer,-28,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0e80,1,-1,pointer,-28,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0e80,2,-1,pointer,-28,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0eb8,0,-1,object,-108,004563a0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ee0,0,-1,pointer,-20,0042de60,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0ee0,1,0,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f10,0,-1,pointer,-16,0042de60,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f38,0,-1,pointer,-32,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f38,1,-1,pointer,-32,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f68,0,-1,object,-1116,0055db80,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f68,1,0,object,-1064,0055db80,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f68,2,1,pointer,-1084,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f68,3,1,pointer,-1084,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0f68,4,1,pointer,-1084,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0fb0,0,-1,pointer,-44,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0fb0,1,-1,pointer,-44,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f0fe0,0,-1,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1008,0,-1,pointer,8,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1008,1,-1,pointer,8,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1038,0,-1,pointer,4,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1060,0,-1,pointer,4,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,0,-1,pointer-import,-16,,005eb584,SR.DLL!??1srMeshModel@@MAE@XZ,protected: virtual __thiscall srMeshModel::~srMeshModel(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,1,-1,pointer,-16,00474560,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,2,1,pointer,-16,005e1e71,,,,004741b0
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,3,2,pointer,-16,004741b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,4,3,pointer,-16,00474b80,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,5,4,pointer,-16,00474ba0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,6,5,pointer,-16,00446050,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,7,6,pointer,-16,00474bc0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1088,8,7,pointer,-16,00474bc0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,0,-1,pointer,-16,00474560,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,1,0,pointer,-16,005e1e71,,,,004741b0
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,2,1,pointer,-16,004741b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,3,2,pointer,-16,00474b80,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,4,3,pointer,-16,00474ba0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,5,4,pointer,-16,00446050,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,6,5,pointer,-16,00474bc0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,7,6,pointer,-16,00474bc0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f10f0,8,-1,pointer-import,-16,,005eb584,SR.DLL!??1srMeshModel@@MAE@XZ,protected: virtual __thiscall srMeshModel::~srMeshModel(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f1158,0,-1,pointer,-24,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1158,1,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1158,2,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1158,3,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1198,0,-1,pointer-import,-16,,005eb584,SR.DLL!??1srMeshModel@@MAE@XZ,protected: virtual __thiscall srMeshModel::~srMeshModel(void),
wiz8--gog-base--wiz8--18a74ff61c65,005f11c0,0,-1,pointer,-16,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f11e8,0,-1,pointer,4,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f11e8,1,0,pointer,4,004741b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f11e8,2,1,pointer,4,004741b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f11e8,3,2,pointer,4,004701b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f11e8,4,3,pointer,4,004701b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f11e8,5,4,pointer,4,004701b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f11e8,6,5,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1240,0,-1,pointer,-16,004741b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1240,1,0,pointer,-16,004741b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1240,2,1,pointer,-16,004701b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1240,3,2,pointer,-16,004701b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1240,4,3,pointer,-16,004701b0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1288,0,-1,pointer,-40,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f12b0,0,-1,pointer,-72,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f12d8,0,-1,pointer,-16,005e1c10,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,0,-1,pointer,-1044,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,1,-1,pointer,-1044,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,2,-1,pointer,-1044,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,3,-1,pointer,-1044,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,4,-1,pointer,-1044,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,5,-1,pointer,-1044,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,6,-1,pointer,-1044,0046f3f0,,,,
wiz8--gog-base--wiz8--18a74ff61c65,005f1300,7,-1,pointer,-1044,0046f3f0,,,,
